Employee_ID,First_Name,Last_Name,Age,Gender,Department,City,Salary,Experience_Years,Performance_Score,Education,Join_Date,Remote_Work,Bonus
EMP1065,Priya,Joshi,41.0,Female,MARKETING,DELHI,64144.92,11.0,2.5,Bachelor,2021-11-01,Yes,12774.5
EMP1066,Pooja,Mehta,31.0,Male,OPERATIONS,CHENNAI,78426.67,0.0,9.1,Diploma,2018-03-24,No,2403.38
EMP1067,Meera,Nair,41.0,Female,MARKETING,DELHI,106066.87,6.0,3.1,PhD,2021-06-12,Yes,19861.15
EMP1068,Deepa,Sharma,47.0,Female,SALES,HYDERABAD,72189.09,18.0,8.0,Master,2021-10-22,No,5161.09
EMP1069,Ravi,Nair,38.0,Male,OPERATIONS,BANGALORE,28169.63,23.0,7.6,Bachelor,2018-04-23,No,15202.14
EMP1070,Neha,Kumar,30.0,Female,SALES,DELHI,111834.65,30.0,9.7,PhD,2023-05-16,No,10177.61
EMP1071,Sara,Mehta,26.0,Male,OPERATIONS,HYDERABAD,33578.77,25.0,1.1,Bachelor,2020-02-06,No,13783.74
EMP1072,Karan,Nair,46.0,Female,OPERATIONS,CHENNAI,83856.95,17.0,9.5,PhD,2021-11-03,No,13305.4
EMP1073,Vikram,Joshi,48.0,Male,IT,BANGALORE,36031.45,15.0,9.0,Master,2019-05-11,No,8049.22
EMP1074,Kavya,Shah,31.0,Female,MARKETING,BANGALORE,90576.66,13.0,5.0,Master,2024-08-04,No,2887.74
EMP1075,Meera,Verma,44.0,Male,FINANCE,MUMBAI,500.0,13.0,5.5,Bachelor,2015-07-27,No,5627.81
EMP1076,Amit,Nair,35.0,Male,HR,DELHI,98565.01,0.0,3.5,Master,2016-06-16,Yes,16171.76
EMP1077,Sara,Sharma,30.0,Male,HR,MUMBAI,50209.91,8.0,7.7,Bachelor,2023-05-13,No,10048.67
EMP1078,Meera,Verma,41.0,Male,SALES,HYDERABAD,94088.08,33.0,3.7,Bachelor,2015-09-07,No,17098.67
EMP1079,Sneha,Patel,53.0,Female,IT,HYDERABAD,31239.81,17.0,6.6,PhD,2019-04-10,Yes,9620.59
EMP1080,Divya,Shah,28.0,Male,OPERATIONS,CHENNAI,78426.67,14.0,4.7,Diploma,2019-06-22,Yes,10177.61
EMP1081,Sara,Gupta,49.0,Female,FINANCE,PUNE,31377.66,5.0,1.8,Bachelor,2023-05-08,No,16423.62
EMP1082,Kavya,Sharma,57.0,Female,MARKETING,PUNE,107468.75,3.0,9.7,PhD,2018-12-11,No,11980.45
EMP1083,Ravi,Singh,52.0,Male,FINANCE,MUMBAI,79539.5,27.0,8.6,Bachelor,2021-10-30,Yes,1550.11
EMP1084,Karan,Joshi,43.0,Female,HR,HYDERABAD,63074.51,17.0,2.3,Bachelor,2016-01-11,No,8147.69
EMP1085,Vikram,Gupta,32.0,Female,OPERATIONS,HYDERABAD,33070.92,3.0,2.4,Bachelor,2022-07-23,No,6169.95
EMP1086,Sneha,Mehta,50.0,Female,HR,BANGALORE,35534.53,31.0,5.7,PhD,2015-07-06,No,8510.0
EMP1087,Divya,Sharma,22.0,Male,HR,BANGALORE,56171.62,0.0,5.5,Diploma,2016-12-20,No,8223.94
EMP1088,Pooja,Verma,57.0,Female,MARKETING,CHENNAI,68676.65,4.0,8.8,Diploma,2021-06-06,Yes,14480.48
EMP1089,Sneha,Joshi,41.0,Female,FINANCE,HYDERABAD,104042.46,23.0,1.8,Bachelor,2017-09-23,Yes,12188.55
EMP1090,Suresh,Patel,47.0,Female,HR,DELHI,73495.91,7.0,5.5,Master,2023-09-15,No,10177.61
EMP1091,Meera,Singh,41.0,Male,HR,DELHI,82227.9,4.0,2.6,Diploma,2020-03-15,No,13941.54
EMP1092,Manish,Nair,42.0,Female,MARKETING,CHENNAI,84981.59,17.0,6.3,PhD,2020-09-09,No,6897.75
EMP1093,Vikram,Sharma,25.0,Female,IT,HYDERABAD,73171.44,29.0,6.2,Bachelor,2020-01-17,No,7109.01
EMP1094,Anjali,Verma,31.0,Male,IT,PUNE,72932.16,11.0,1.4,Diploma,2019-12-05,No,7914.06
EMP1095,Deepa,Shah,48.0,Female,IT,MUMBAI,33978.07,24.0,3.6,Master,2018-09-27,No,12072.05
EMP1096,Amit,Gupta,41.0,Female,SALES,BANGALORE,60784.53,17.0,8.1,Master,2022-07-07,No,13274.47
EMP1097,Sneha,Verma,45.0,Male,FINANCE,DELHI,115028.49,31.0,2.7,Master,2016-09-26,No,6620.05
EMP1098,Sara,Verma,56.0,Male,SALES,HYDERABAD,39654.01,11.0,8.5,Master,2023-02-01,No,1830.16
EMP1099,Meera,Kumar,50.0,Female,HR,BANGALORE,110877.56,12.0,5.5,PhD,2022-08-10,No,9771.92
EMP1100,Deepa,Shah,54.0,Female,HR,BANGALORE,85912.01,23.0,6.0,Bachelor,2022-12-23,No,10177.61
EMP1101,Deepa,Patel,32.0,Female,SALES,CHENNAI,114909.26,14.0,8.4,PhD,2015-04-20,Yes,2011.88
EMP1102,Suresh,Gupta,37.0,Female,FINANCE,MUMBAI,113428.46,21.0,8.1,Master,2015-06-06,Yes,18430.53
EMP1103,Anjali,Singh,52.0,Female,IT,MUMBAI,45487.2,9.0,5.9,Diploma,2016-03-31,Yes,5515.16
EMP1104,Sara,Sharma,41.0,Male,OPERATIONS,MUMBAI,104485.33,31.0,6.4,Bachelor,2022-02-01,No,14652.34
EMP1105,Deepa,Shah,22.0,Female,SALES,DELHI,88480.42,33.0,5.5,PhD,2015-10-05,Yes,8418.62
EMP1106,Anjali,Sharma,46.0,Female,OPERATIONS,BANGALORE,57756.24,6.0,7.9,PhD,2016-06-30,Yes,7693.68
EMP1107,Arjun,Singh,51.0,Female,HR,PUNE,28513.46,12.0,1.4,Master,2024-12-07,Yes,6996.32
EMP1108,Deepa,Verma,47.0,Female,IT,BANGALORE,106903.16,17.0,1.4,PhD,2018-01-24,No,16187.51
EMP1109,Sneha,Shah,50.0,Female,HR,PUNE,59897.96,33.0,3.4,Bachelor,2023-02-26,Yes,2499.61
EMP1110,Divya,Singh,56.0,Female,IT,BANGALORE,53085.8,28.0,6.4,Diploma,2016-11-13,No,10177.61
EMP1111,Meera,Mehta,24.0,Female,MARKETING,PUNE,32128.91,25.0,4.3,Master,2015-05-08,No,17124.72
EMP1112,Vikram,Sharma,30.0,Male,OPERATIONS,BANGALORE,115199.38,2.0,6.4,Diploma,2019-02-28,No,9434.85
EMP1113,Raj,Nair,30.0,Female,FINANCE,DELHI,27461.77,11.0,5.5,Diploma,2021-04-19,No,5973.76
EMP1114,Karan,Mehta,35.0,Female,HR,DELHI,67944.06,28.0,10.0,PhD,2022-06-28,No,14481.27
EMP1115,Kavya,Verma,40.0,Female,OPERATIONS,BANGALORE,46302.95,12.0,8.1,Master,2023-11-12,No,1499.4
EMP1116,Kavya,Nair,45.0,Female,HR,MUMBAI,62825.2,30.0,5.7,Diploma,2024-03-26,No,3381.21
EMP1117,Arjun,Patel,41.0,Female,OPERATIONS,DELHI,85780.42,11.0,7.9,Master,2019-11-08,Yes,16796.43
EMP1118,Suresh,Singh,41.0,Male,FINANCE,BANGALORE,110017.96,5.0,3.3,PhD,2016-05-27,Yes,12674.14
EMP1119,Raj,Verma,32.0,Male,OPERATIONS,HYDERABAD,103397.45,1.0,1.7,PhD,2022-04-21,No,15572.22
EMP1120,Sneha,Nair,23.0,Female,FINANCE,CHENNAI,78426.67,17.0,5.5,Diploma,2018-05-03,No,10177.61
EMP1121,Raj,Sharma,32.0,Female,MARKETING,DELHI,82632.72,20.0,8.8,PhD,2023-03-27,No,19532.11
EMP1122,Amit,Gupta,54.0,Male,HR,MUMBAI,67711.62,9.0,1.9,PhD,2019-04-23,Yes,5717.14
EMP1123,Neha,Gupta,58.0,Female,HR,HYDERABAD,72382.17,19.0,5.5,Bachelor,2019-05-30,No,19367.05
EMP1124,Ravi,Nair,44.0,Male,FINANCE,HYDERABAD,88889.46,18.0,5.8,Bachelor,2019-11-01,No,17766.66
EMP1125,Meera,Shah,45.0,Male,IT,BANGALORE,156248.13624999998,4.0,4.5,Diploma,2023-07-28,Yes,16680.92
EMP1126,Divya,Nair,29.0,Male,MARKETING,BANGALORE,114200.11,9.0,2.8,Diploma,2020-08-10,Yes,1860.76
EMP1127,Amit,Gupta,52.0,Female,SALES,BANGALORE,55260.35,25.0,9.9,PhD,2021-08-28,No,10638.98
EMP1128,Suresh,Verma,53.0,Female,IT,BANGALORE,35412.44,26.0,6.3,Bachelor,2021-09-10,No,6045.08
EMP1129,Manish,Nair,36.0,Male,MARKETING,HYDERABAD,93512.37,24.0,2.3,Master,2015-05-10,No,4624.9
EMP1130,Vikram,Gupta,41.0,Female,MARKETING,CHENNAI,98622.37,30.0,8.9,Bachelor,2022-11-30,No,10177.61
EMP1131,Suresh,Kumar,57.0,Female,SALES,BANGALORE,68668.04,34.0,4.1,PhD,2022-07-31,Yes,12591.46
EMP1132,Ravi,Kumar,39.0,Female,FINANCE,PUNE,90572.79,17.0,5.4,Diploma,2018-11-29,Yes,6468.0
EMP1133,Manish,Verma,46.0,Female,HR,MUMBAI,115754.8,5.0,4.1,Diploma,2022-05-10,Yes,15199.43
EMP1134,Ravi,Kumar,41.0,Female,OPERATIONS,DELHI,83489.32,15.0,3.2,Master,2022-02-26,No,1997.33
EMP1135,Sneha,Gupta,52.0,Male,IT,CHENNAI,113828.05,30.0,5.5,Diploma,2022-04-18,No,15362.31
EMP1136,Deepa,Gupta,40.0,Male,OPERATIONS,HYDERABAD,93696.18,2.0,9.2,Master,2019-09-08,No,18744.53
EMP1137,Priya,Shah,53.0,Male,IT,BANGALORE,82264.38,21.0,3.6,Diploma,2024-12-21,No,17170.14
EMP1138,Vikram,Joshi,34.0,Male,HR,PUNE,93266.83,0.0,7.6,PhD,2021-05-14,No,4334.4
EMP1139,Rohit,Shah,54.0,Female,MARKETING,DELHI,70358.14,15.0,1.1,Diploma,2017-08-22,No,15321.38
EMP1140,Arjun,Joshi,58.0,Male,OPERATIONS,PUNE,30901.81,7.0,5.2,Master,2019-07-19,Yes,10177.61
EMP1141,Sara,Joshi,45.0,Male,HR,DELHI,96034.81,23.0,4.7,Diploma,2023-06-30,No,15475.33
EMP1142,Divya,Patel,55.0,Female,OPERATIONS,MUMBAI,35659.84,35.0,9.1,Master,2021-06-03,No,4126.21
EMP1143,Suresh,Mehta,41.0,Male,OPERATIONS,MUMBAI,67320.86,3.0,5.1,Diploma,2020-02-15,Yes,11617.15
EMP1144,Deepa,Sharma,47.0,Female,OPERATIONS,HYDERABAD,29302.53,17.0,4.1,Bachelor,2021-01-25,Yes,18757.07
EMP1145,Raj,Mehta,24.0,Female,HR,PUNE,86358.68,26.0,4.4,Diploma,2020-01-12,Yes,8137.27
EMP1146,Kavya,Singh,44.0,Male,SALES,HYDERABAD,94146.52,14.0,8.5,Bachelor,2018-05-07,No,13796.5
EMP1147,Kavya,Shah,56.0,Female,HR,BANGALORE,51186.72,7.0,1.3,Diploma,2021-11-23,Yes,5572.66
EMP1148,Raj,Patel,24.0,Female,OPERATIONS,DELHI,29202.49,28.0,3.1,Master,2023-06-17,Yes,3662.58
EMP1149,Deepa,Kumar,58.0,Female,SALES,DELHI,108244.54,33.0,3.0,PhD,2018-02-01,Yes,11577.64
EMP1150,Manish,Singh,49.0,Female,FINANCE,HYDERABAD,91149.3,26.0,5.5,Master,2018-05-13,Yes,10177.61
EMP1151,Neha,Verma,52.0,Male,FINANCE,CHENNAI,78426.67,26.0,6.0,Master,2019-05-10,No,5844.92
EMP1152,Arjun,Patel,50.0,Female,SALES,MUMBAI,60830.96,2.0,8.9,Master,2024-01-09,No,10108.49
EMP1153,Arjun,Joshi,22.0,Male,OPERATIONS,PUNE,111871.92,13.0,4.6,Master,2021-03-11,No,15734.76
EMP1154,Rohit,Mehta,56.0,Female,FINANCE,HYDERABAD,69270.39,30.0,7.9,PhD,2017-04-12,No,6945.52
EMP1155,Priya,Nair,36.0,Male,FINANCE,BANGALORE,43638.22,14.0,4.4,Master,2020-08-07,No,5889.21
EMP1156,Anjali,Mehta,41.0,Female,OPERATIONS,DELHI,93429.79,17.0,5.4,Bachelor,2020-11-16,Yes,16942.3
EMP1157,Raj,Sharma,22.0,Female,OPERATIONS,MUMBAI,39347.82,13.0,5.6,PhD,2015-09-05,No,13526.4
EMP1158,Nikhil,Sharma,56.0,Female,IT,HYDERABAD,26628.55,27.0,8.3,Master,2016-03-14,No,10963.32
EMP1159,Pooja,Kumar,55.0,Female,FINANCE,MUMBAI,116133.29,29.0,6.1,Master,2018-05-13,No,13420.98
EMP1160,Priya,Patel,47.0,Female,SALES,MUMBAI,78426.67,0.0,7.3,Bachelor,2020-08-09,Yes,10177.61
EMP1161,Arjun,Nair,28.0,Male,HR,BANGALORE,112795.13,17.0,9.1,Bachelor,2017-01-04,No,1297.5
EMP1162,Ravi,Nair,31.0,Female,FINANCE,HYDERABAD,78836.11,24.0,7.1,PhD,2019-04-22,No,16019.46
EMP1163,Raj,Verma,44.0,Male,MARKETING,MUMBAI,82491.03,25.0,9.7,PhD,2015-05-02,Yes,15887.41
EMP1164,Vikram,Mehta,36.0,Female,MARKETING,DELHI,80658.14,24.0,1.8,PhD,2023-12-13,No,14549.06
EMP1165,Raj,Joshi,31.0,Female,OPERATIONS,BANGALORE,35122.34,0.0,5.5,PhD,2019-12-27,No,15465.58
EMP1166,Sara,Singh,27.0,Male,MARKETING,MUMBAI,33513.79,35.0,1.8,PhD,2024-09-07,Yes,1234.47
EMP1167,Sneha,Shah,27.0,Male,SALES,PUNE,41102.67,17.0,3.7,Diploma,2016-08-20,No,4176.94
EMP1168,Karan,Shah,41.0,Female,FINANCE,DELHI,84378.2,17.0,6.3,Master,2020-02-19,No,3574.3
EMP1169,Nikhil,Shah,41.0,Female,MARKETING,CHENNAI,65908.54,8.0,3.7,Master,2020-05-16,No,4375.11
EMP1170,Rohit,Gupta,40.0,Female,HR,CHENNAI,102566.98,25.0,4.3,Master,2021-08-22,No,10177.61
EMP1171,Kavya,Sharma,51.0,Male,FINANCE,CHENNAI,72433.81,19.0,3.2,Master,2023-01-08,Yes,15992.46
EMP1172,Raj,Mehta,52.0,Female,SALES,HYDERABAD,100118.49,23.0,7.3,Bachelor,2016-03-23,No,13494.43
EMP1173,Meera,Singh,24.0,Female,MARKETING,MUMBAI,49580.15,32.0,7.7,Master,2019-12-31,No,8431.55
EMP1174,Manish,Verma,31.0,Female,MARKETING,BANGALORE,112452.02,5.0,2.0,Master,2018-11-27,Yes,7518.27
EMP1175,Ravi,Verma,52.0,Female,IT,PUNE,67982.48,4.0,3.7,Bachelor,2015-04-03,No,13311.43
EMP1176,Neha,Kumar,55.0,Male,HR,HYDERABAD,116053.95,14.0,8.2,Master,2017-02-02,Yes,8516.07
EMP1177,Divya,Kumar,50.0,Female,IT,DELHI,96470.92,4.0,6.2,Master,2019-02-07,No,4744.41
EMP1178,Sara,Joshi,41.0,Female,MARKETING,HYDERABAD,58052.84,29.0,6.6,PhD,2021-11-21,No,13770.09
EMP1179,Arjun,Patel,37.0,Female,HR,PUNE,73528.36,26.0,6.4,Diploma,2019-09-29,No,10246.73
EMP1180,Kavya,Singh,57.0,Male,FINANCE,DELHI,104988.6,17.0,5.5,Bachelor,2024-09-15,No,10177.61
EMP1181,Nikhil,Mehta,30.0,Male,SALES,CHENNAI,71713.96,28.0,5.4,Bachelor,2021-05-04,Yes,16121.74
EMP1182,Pooja,Joshi,41.0,Male,HR,DELHI,78736.79,31.0,5.9,Bachelor,2021-06-03,No,6089.89
EMP1183,Kavya,Gupta,56.0,Male,SALES,CHENNAI,94918.93,15.0,3.7,Bachelor,2020-01-17,Yes,7622.96
EMP1184,Raj,Mehta,29.0,Male,OPERATIONS,PUNE,85113.21,10.0,6.5,Master,2024-02-15,No,16303.37
EMP1185,Manish,Gupta,56.0,Female,SALES,BANGALORE,52800.3,17.0,9.6,Bachelor,2016-07-09,Yes,18456.61
EMP1186,Karan,Singh,30.0,Male,OPERATIONS,DELHI,62306.57,9.0,6.2,PhD,2022-01-15,Yes,8128.27
EMP1187,Raj,Patel,47.0,Female,MARKETING,BANGALORE,25234.94,5.0,7.6,Diploma,2022-02-13,No,17152.02
EMP1188,Kavya,Shah,35.0,Female,MARKETING,BANGALORE,57086.74,8.0,6.1,Diploma,2023-11-03,No,17988.94
EMP1189,Priya,Sharma,28.0,Female,IT,CHENNAI,25064.21,27.0,2.8,Master,2024-11-22,Yes,4020.57
EMP1190,Karan,Patel,45.0,Female,FINANCE,MUMBAI,78426.67,19.0,7.5,Master,2019-10-25,No,10177.61
EMP1191,Sara,Sharma,35.0,Female,HR,HYDERABAD,67281.35,0.0,7.3,Bachelor,2024-08-24,Yes,14186.59
EMP1192,Anjali,Patel,36.0,Female,OPERATIONS,MUMBAI,59918.36,17.0,3.7,Diploma,2023-09-04,No,13189.95
EMP1193,Amit,Patel,55.0,Male,OPERATIONS,CHENNAI,93631.04,9.0,9.3,Diploma,2024-08-23,No,2647.07
EMP1194,Sara,Singh,29.0,Female,MARKETING,DELHI,51311.93,5.0,3.2,PhD,2023-09-26,Yes,17109.95
EMP1195,Deepa,Kumar,41.0,Male,FINANCE,DELHI,61659.13,15.0,5.5,Diploma,2022-02-26,No,11037.44
EMP1196,Nikhil,Gupta,42.0,Male,SALES,BANGALORE,89879.49,30.0,9.6,Bachelor,2015-03-10,No,1262.08
EMP1197,Ravi,Sharma,25.0,Female,FINANCE,CHENNAI,63216.35,34.0,5.8,Master,2018-02-10,No,6888.23
EMP1198,Suresh,Kumar,31.0,Female,SALES,BANGALORE,66561.17,15.0,1.5,Bachelor,2019-11-15,No,9614.07
EMP1199,Divya,Sharma,41.0,Male,IT,PUNE,40564.1,22.0,5.7,PhD,2016-11-14,No,3411.68
