Employee_ID,First_Name,Last_Name,Age,Gender,Department,City,Salary,Experience_Years,Performance_Score,Education,Join_Date,Remote_Work,Bonus
EMP1016,Kavya,Sharma,27,male,Marketing,CHENNAI,107141.79,3.0,2.5,Bachelor,2019-05-19,YES,18603.84
EMP1017,Vikram,Joshi,49,female,HR,DELHI,80022.13,34.0,1.5,PhD,2015-08-23,Yes,12099.37
EMP1018,Suresh,Verma,32,M.,it,Mumbai,31456.28,15.0,4.6,Master,2021-06-29,Yes,12768.25
EMP1019,Sneha,Nair,58,F,HR,delhi,62599.66,19.0,5.1,Bachelor,2015-02-08,N,12802.03
EMP1020,Manish,Patel,26,M.,finance,BANGALORE,108530.67,23.0,3.6,Diploma,2024-05-08,YES,
EMP1021,Divya,Verma,22,FEMALE,HR,MUMBAI,95529.58,9.0,3.5,Master,2023-01-18,NO,4868.35
EMP1022,Karan,Verma,N/A,FEMALE,It,BANGALORE,25336.84,8.0,6.7,PhD,2016-10-23,N,11481.93
EMP1023,Sneha,Verma,22,MALE,operations,HYDERABAD,104286.53,35.0,2.3,Master,2015-06-21,YES,7928.38
EMP1024,Priya,Gupta,35,MALE,Finance,Hyderabad,39682.57,,9.4,Master,2023-12-21,yes,17746.91
EMP1025,Nikhil,Singh,43,female,finance,PUNE,999999,2.0,8.7,Master,2017-03-28,N,7643.51
EMP1026,Pooja,Kumar,,male,Marketing,BANGALORE,116854.46,17.0,4.2,Diploma,2022-08-15,NO,18845.51
EMP1027,Sara,Joshi,33,FEMALE,It,Bangalore,99710.68,27.0,6.5,Bachelor,2019-04-27,no,5839.73
EMP1028,Sneha,Sharma,55,M,MARKETING,pune,84199.76,7.0,7.5,PhD,2020-09-08,YES,13670.97
EMP1029,Arjun,Shah,40,male,Marketing,Pune,110766.53,19.0,4.7,Bachelor,2018-05-29,YES,4993.47
EMP1030,Manish,Nair,42,Female,marketing,hyderabad,,10.0,,Bachelor,2018-03-08,NO,
EMP1031,Raj,Kumar,41,male,HR,MUMBAI,118473.92,4.0,5.1,Master,2023-01-21,Y,10393.17
EMP1032,Pooja,Singh,22,Male,hr,Pune,69132.24,35.0,3.2,Bachelor,2020-02-13,yes,16226.92
EMP1033,Suresh,Verma,42,F.,Operations,hyderabad,110234.77,30.0,5.1,Master,2024-06-02,YES,15550.46
EMP1034,Suresh,Mehta,37,Female,IT,delhi,56905.52,34.0,1.7,Master,2017-08-05,Y,14185.05
EMP1035,Ravi,Patel,48,F,Sales,CHENNAI,44649.27,26.0,4.5,Bachelor,2024-08-10,Y,10062.61
EMP1036,Meera,Joshi,46,F.,operations,CHENNAI,50928.85,,5.4,Diploma,2018-10-08,Y,14759.45
EMP1037,Vikram,Singh,56,Male,SALES,Mumbai,65718.21,29.0,2.6,PhD,2019-04-02,NO,5021.55
EMP1038,Arjun,Gupta,46,Female,FINANCE,CHENNAI,96157.3,3.0,10.0,PhD,2017-07-07,No,15843.43
EMP1039,Priya,Sharma,,male,it,DELHI,69988.3,7.0,6.1,Master,2020-03-19,YES,15571.06
EMP1040,Neha,Nair,29,M,IT,Bangalore,89347.99,24.0,4.6,Master,2015-11-08,no,
EMP1041,Sara,Joshi,29,M,Sales,pune,31550.89,21.0,1.1,Diploma,2024-03-22,N,3005.24
EMP1042,Meera,Mehta,31,female,Operations,Hyderabad,98590.94,29.0,4.9,PhD,2018-08-13,no,16783.89
EMP1043,Raj,Joshi,50,Male,Sales,BANGALORE,71959.12,20.0,2.6,Master,2018-12-24,YES,7466.44
EMP1044,Divya,Joshi,57,M.,HR,Delhi,63610.67,35.0,7.8,Diploma,2022-03-30,N,9515.32
EMP1045,Nikhil,Patel,40,Male,operations,Bangalore,80247.78,30.0,,PhD,2019-10-09,NO,7684.4
EMP1046,Vikram,Joshi,41,female,it,BANGALORE,95573.7,11.0,2.7,Diploma,2018-02-06,YES,19629.7
EMP1047,Ravi,Joshi,150,female,FINANCE,Pune,37025.38,2.0,9.8,PhD,2022-10-27,yes,13119.52
EMP1048,Anjali,Patel,22,Female,Marketing,BANGALORE,116722.28,,3.3,Diploma,2016-04-12,No,8613.44
EMP1049,Raj,Nair,25,male,Sales,MUMBAI,36252.9,26.0,6.5,Master,2023-09-13,Y,9559.77
EMP1050,Vikram,Joshi,49,F.,SALES,Hyderabad,34427.19,13.0,6.6,PhD,2022-05-29,No,
EMP1051,Neha,Kumar,33,male,It,Chennai,81412.06,18.0,1.3,PhD,2022-12-05,YES,14356.76
EMP1052,Vikram,Patel,,M,operations,CHENNAI,76733.43,9.0,9.2,Master,2015-10-20,Yes,4152.53
EMP1053,Deepa,Nair,58,Female,It,pune,91474.7,17.0,5.5,Diploma,2019-11-29,No,12362.7
EMP1054,Sneha,Gupta,38,MALE,HR,pune,79743.46,11.0,5.2,Diploma,2018-02-13,yes,19941.96
EMP1055,Sneha,Mehta,27,F,Marketing,Bangalore,,6.0,8.7,PhD,2019-08-14,N,6476.14
EMP1056,Rohit,Verma,24,FEMALE,Finance,BANGALORE,117167.55,25.0,8.8,Bachelor,2022-05-17,N,8851.7
EMP1057,Ravi,Verma,45,Female,it,Bangalore,37446.26,18.0,4.9,Diploma,2016-05-12,Yes,19489.79
EMP1058,Divya,Kumar,32,F.,It,MUMBAI,119264.43,7.0,5.2,Bachelor,2022-04-07,yes,10469.13
EMP1059,Deepa,Verma,39,Female,marketing,Chennai,38740.99,12.0,9.3,Master,2024-09-09,No,6248.7
EMP1060,Sneha,Gupta,54,FEMALE,Finance,Hyderabad,119895.72,,,Diploma,2024-09-14,yes,
EMP1061,Vikram,Verma,52,F,Sales,chennai,107612.16,15.0,6.1,Master,2024-08-07,Y,1829.3
EMP1062,Anjali,Shah,46,Male,it,Hyderabad,56539.5,6.0,8.9,Diploma,2016-02-13,N,1291.6
EMP1063,Amit,Shah,31,Male,Finance,Hyderabad,62760.92,5.0,8.7,Diploma,2018-07-21,N,17575.28
EMP1064,Priya,Nair,26,M,HR,CHENNAI,97235.12,6.0,5.0,PhD,2015-04-29,Yes,7163.12
EMP1065,Priya,Joshi,,F,marketing,Delhi,64144.92,11.0,2.5,Bachelor,2021-11-01,Y,12774.5
EMP1066,Pooja,Mehta,31,Male,Operations,chennai,not disclosed,0.0,9.1,Diploma,2018-03-24,yes,2403.38
EMP1067,Meera,Nair,41,F,Marketing,delhi,106066.87,6.0,3.1,PhD,2021-06-12,YES,19861.15
EMP1068,Deepa,Sharma,47,FEMALE,SALES,Hyderabad,72189.09,18.0,8.0,Master,2021-10-22,NO,5161.09
EMP1069,Ravi,Nair,38,MALE,OPERATIONS,bangalore,28169.63,23.0,7.6,Bachelor,2018-04-23,NO,15202.14
EMP1070,Neha,Kumar,30,F.,Sales,delhi,111834.65,30.0,9.7,PhD,2023-05-16,NO,
EMP1071,Sara,Mehta,26,male,Operations,hyderabad,33578.77,25.0,1.1,Bachelor,2020-02-06,NO,13783.74
EMP1072,Karan,Nair,46,FEMALE,operations,CHENNAI,83856.95,,9.5,PhD,2021-11-03,no,13305.4
EMP1073,Vikram,Joshi,48,male,IT,bangalore,36031.45,15.0,9.0,Master,2019-05-11,N,8049.22
EMP1074,Kavya,Shah,31,FEMALE,Marketing,BANGALORE,90576.66,13.0,5.0,Master,2024-08-04,NO,2887.74
EMP1075,Meera,Verma,44,Male,finance,mumbai,500,13.0,,Bachelor,2015-07-27,NO,5627.81
EMP1076,Amit,Nair,35,M.,hr,delhi,98565.01,0.0,3.5,Master,2016-06-16,YES,16171.76
EMP1077,Sara,Sharma,30,M,HR,MUMBAI,50209.91,8.0,7.7,Bachelor,2023-05-13,No,10048.67
EMP1078,Meera,Verma,,Male,sales,HYDERABAD,94088.08,33.0,3.7,Bachelor,2015-09-07,N,17098.67
EMP1079,Sneha,Patel,53,FEMALE,IT,HYDERABAD,31239.81,17.0,6.6,PhD,2019-04-10,YES,9620.59
EMP1080,Divya,Shah,28,M.,operations,chennai,,14.0,4.7,Diploma,2019-06-22,Y,
EMP1081,Sara,Gupta,49,F,finance,pune,31377.66,5.0,1.8,Bachelor,2023-05-08,NO,16423.62
EMP1082,Kavya,Sharma,57,FEMALE,Marketing,pune,107468.75,3.0,9.7,PhD,2018-12-11,No,11980.45
EMP1083,Ravi,Singh,52,MALE,Finance,mumbai,79539.5,27.0,8.6,Bachelor,2021-10-30,YES,1550.11
EMP1084,Karan,Joshi,43,FEMALE,hr,Hyderabad,63074.51,,2.3,Bachelor,2016-01-11,no,8147.69
EMP1085,Vikram,Gupta,32,F,Operations,Hyderabad,33070.92,3.0,2.4,Bachelor,2022-07-23,No,6169.95
EMP1086,Sneha,Mehta,50,F,HR,bangalore,35534.53,31.0,5.7,PhD,2015-07-06,no,8510.0
EMP1087,Divya,Sharma,22,M,hr,bangalore,56171.62,0.0,5.5,Diploma,2016-12-20,yes,8223.94
EMP1088,Pooja,Verma,57,FEMALE,MARKETING,CHENNAI,68676.65,4.0,8.8,Diploma,2021-06-06,Y,14480.48
EMP1089,Sneha,Joshi,5,FEMALE,finance,hyderabad,104042.46,23.0,1.8,Bachelor,2017-09-23,Y,12188.55
EMP1090,Suresh,Patel,47,F,HR,DELHI,73495.91,7.0,,Master,2023-09-15,NO,
EMP1091,Meera,Singh,,MALE,HR,DELHI,82227.9,4.0,2.6,Diploma,2020-03-15,N,13941.54
EMP1092,Manish,Nair,42,female,MARKETING,chennai,84981.59,17.0,6.3,PhD,2020-09-09,No,6897.75
EMP1093,Vikram,Sharma,25,F,IT,Hyderabad,73171.44,29.0,6.2,Bachelor,2020-01-17,no,7109.01
EMP1094,Anjali,Verma,31,Male,IT,PUNE,72932.16,11.0,1.4,Diploma,2019-12-05,yes,7914.06
EMP1095,Deepa,Shah,48,F.,IT,mumbai,33978.07,24.0,3.6,Master,2018-09-27,No,12072.05
EMP1096,Amit,Gupta,41,female,SALES,Bangalore,60784.53,,8.1,Master,2022-07-07,No,13274.47
EMP1097,Sneha,Verma,45,M,finance,delhi,115028.49,31.0,2.7,Master,2016-09-26,No,6620.05
EMP1098,Sara,Verma,56,M,sales,hyderabad,39654.01,11.0,8.5,Master,2023-02-01,N,1830.16
EMP1099,Meera,Kumar,50,Female,hr,bangalore,110877.56,12.0,Good,PhD,2022-08-10,N,9771.92
EMP1100,Deepa,Shah,54,female,hr,BANGALORE,85912.01,23.0,6.0,Bachelor,2022-12-23,No,
EMP1101,Deepa,Patel,32,Female,sales,CHENNAI,114909.26,14.0,8.4,PhD,2015-04-20,Y,2011.88
EMP1102,Suresh,Gupta,37,FEMALE,finance,mumbai,113428.46,21.0,8.1,Master,2015-06-06,YES,18430.53
EMP1103,Anjali,Singh,52,F.,IT,mumbai,45487.2,9.0,5.9,Diploma,2016-03-31,YES,5515.16
EMP1104,Sara,Sharma,,Male,Operations,MUMBAI,104485.33,31.0,6.4,Bachelor,2022-02-01,no,14652.34
EMP1105,Deepa,Shah,22,female,Sales,Delhi,88480.42,33.0,,PhD,2015-10-05,Yes,8418.62
EMP1106,Anjali,Sharma,46,F,OPERATIONS,BANGALORE,57756.24,6.0,7.9,PhD,2016-06-30,Yes,7693.68
EMP1107,Arjun,Singh,51,female,HR,pune,28513.46,12.0,1.4,Master,2024-12-07,Yes,6996.32
EMP1108,Deepa,Verma,47,F,it,bangalore,106903.16,,1.4,PhD,2018-01-24,No,16187.51
EMP1109,Sneha,Shah,50,F,Hr,pune,59897.96,33.0,3.4,Bachelor,2023-02-26,Y,2499.61
EMP1110,Divya,Singh,56,F,IT,Bangalore,53085.8,28.0,6.4,Diploma,2016-11-13,N,
EMP1111,Meera,Mehta,24,F.,Marketing,PUNE,32128.91,25.0,4.3,Master,2015-05-08,yes,17124.72
EMP1112,Vikram,Sharma,30,male,Operations,bangalore,115199.38,2.0,6.4,Diploma,2019-02-28,NO,9434.85
EMP1113,Raj,Nair,30,Female,Finance,DELHI,27461.77,11.0,5.5,Diploma,2021-04-19,No,5973.76
EMP1114,Karan,Mehta,35,Female,HR,DELHI,67944.06,28.0,10.0,PhD,2022-06-28,NO,14481.27
EMP1115,Kavya,Verma,40,female,operations,Bangalore,46302.95,12.0,8.1,Master,2023-11-12,N,1499.4
EMP1116,Kavya,Nair,45,F.,HR,mumbai,62825.2,30.0,5.7,Diploma,2024-03-26,No,3381.21
EMP1117,Arjun,Patel,,Female,Operations,Delhi,85780.42,11.0,7.9,Master,2019-11-08,Yes,16796.43
EMP1118,Suresh,Singh,41,male,finance,Bangalore,110017.96,5.0,3.3,PhD,2016-05-27,YES,12674.14
EMP1119,Raj,Verma,32,male,Operations,HYDERABAD,103397.45,1.0,1.7,PhD,2022-04-21,no,15572.22
EMP1120,Sneha,Nair,23,F.,Finance,CHENNAI,,,,Diploma,2018-05-03,N,
EMP1121,Raj,Sharma,32,Female,Marketing,delhi,82632.72,20.0,8.8,PhD,2023-03-27,NO,19532.11
EMP1122,Amit,Gupta,54,M,Hr,mumbai,67711.62,9.0,1.9,PhD,2019-04-23,Y,5717.14
EMP1123,Neha,Gupta,58,female,Hr,hyderabad,72382.17,19.0,5.5,Bachelor,2019-05-30,N,19367.05
EMP1124,Ravi,Nair,44,MALE,Finance,Hyderabad,88889.46,18.0,5.8,Bachelor,2019-11-01,yes,17766.66
EMP1125,Meera,Shah,45,Male,it,Bangalore,999999,4.0,4.5,Diploma,2023-07-28,YES,16680.92
EMP1126,Divya,Nair,29,MALE,Marketing,Bangalore,114200.11,9.0,2.8,Diploma,2020-08-10,Yes,1860.76
EMP1127,Amit,Gupta,52,female,sales,Bangalore,55260.35,25.0,9.9,PhD,2021-08-28,NO,10638.98
EMP1128,Suresh,Verma,53,Female,IT,Bangalore,35412.44,26.0,6.3,Bachelor,2021-09-10,N,6045.08
EMP1129,Manish,Nair,36,M.,marketing,Hyderabad,93512.37,24.0,2.3,Master,2015-05-10,No,4624.9
EMP1130,Vikram,Gupta,,female,marketing,Chennai,98622.37,30.0,8.9,Bachelor,2022-11-30,yes,
EMP1131,Suresh,Kumar,57,Female,Sales,BANGALORE,68668.04,34.0,4.1,PhD,2022-07-31,YES,12591.46
EMP1132,Ravi,Kumar,39,female,Finance,PUNE,90572.79,,5.4,Diploma,2018-11-29,YES,6468.0
EMP1133,Manish,Verma,46,F,HR,mumbai,115754.8,5.0,4.1,Diploma,2022-05-10,YES,15199.43
EMP1134,Ravi,Kumar,999,F.,Operations,DELHI,83489.32,15.0,3.2,Master,2022-02-26,no,1997.33
EMP1135,Sneha,Gupta,52,male,it,Chennai,113828.05,30.0,,Diploma,2022-04-18,no,15362.31
EMP1136,Deepa,Gupta,40,MALE,operations,Hyderabad,93696.18,2.0,9.2,Master,2019-09-08,yes,18744.53
EMP1137,Priya,Shah,53,M,IT,Bangalore,82264.38,21.0,3.6,Diploma,2024-12-21,yes,17170.14
EMP1138,Vikram,Joshi,34,M,Hr,pune,93266.83,0.0,7.6,PhD,2021-05-14,no,4334.4
EMP1139,Rohit,Shah,54,FEMALE,MARKETING,DELHI,70358.14,15.0,1.1,Diploma,2017-08-22,N,15321.38
EMP1140,Arjun,Joshi,58,M,Operations,PUNE,30901.81,7.0,5.2,Master,2019-07-19,YES,
EMP1141,Sara,Joshi,45,male,Hr,delhi,96034.81,23.0,4.7,Diploma,2023-06-30,no,15475.33
EMP1142,Divya,Patel,55,F.,Operations,Mumbai,35659.84,35.0,9.1,Master,2021-06-03,yes,4126.21
EMP1143,Suresh,Mehta,,male,Operations,Mumbai,67320.86,3.0,5.1,Diploma,2020-02-15,Yes,11617.15
EMP1144,Deepa,Sharma,47,FEMALE,operations,HYDERABAD,29302.53,,4.1,Bachelor,2021-01-25,Yes,18757.07
EMP1145,Raj,Mehta,24,Female,hr,Pune,86358.68,26.0,4.4,Diploma,2020-01-12,Y,8137.27
EMP1146,Kavya,Singh,44,male,Sales,HYDERABAD,94146.52,14.0,8.5,Bachelor,2018-05-07,N,13796.5
EMP1147,Kavya,Shah,56,female,Hr,BANGALORE,51186.72,7.0,1.3,Diploma,2021-11-23,Yes,5572.66
EMP1148,Raj,Patel,24,F.,OPERATIONS,Delhi,29202.49,28.0,3.1,Master,2023-06-17,Yes,3662.58
EMP1149,Deepa,Kumar,58,F.,Sales,delhi,108244.54,33.0,3.0,PhD,2018-02-01,Yes,11577.64
EMP1150,Manish,Singh,49,FEMALE,Finance,hyderabad,91149.3,26.0,,Master,2018-05-13,Y,
EMP1151,Neha,Verma,52,male,finance,CHENNAI,78426.67,26.0,6.0,Master,2019-05-10,no,5844.92
EMP1152,Arjun,Patel,50,FEMALE,sales,mumbai,60830.96,2.0,8.9,Master,2024-01-09,no,10108.49
EMP1153,Arjun,Joshi,22,male,OPERATIONS,pune,111871.92,13.0,4.6,Master,2021-03-11,NO,15734.76
EMP1154,Rohit,Mehta,56,F,Finance,hyderabad,69270.39,30.0,7.9,PhD,2017-04-12,NO,6945.52
EMP1155,Priya,Nair,36,MALE,Finance,BANGALORE,43638.22,14.0,4.4,Master,2020-08-07,NO,5889.21
EMP1156,Anjali,Mehta,,female,Operations,DELHI,93429.79,,5.4,Bachelor,2020-11-16,Yes,16942.3
EMP1157,Raj,Sharma,22,female,operations,Mumbai,39347.82,13.0,5.6,PhD,2015-09-05,N,13526.4
EMP1158,Nikhil,Sharma,56,FEMALE,IT,hyderabad,26628.55,27.0,8.3,Master,2016-03-14,No,10963.32
EMP1159,Pooja,Kumar,55,F,Finance,mumbai,116133.29,29.0,6.1,Master,2018-05-13,No,13420.98
EMP1160,Priya,Patel,47,Female,Sales,Mumbai,,0.0,7.3,Bachelor,2020-08-09,Y,
EMP1161,Arjun,Nair,28,male,Hr,BANGALORE,112795.13,17.0,9.1,Bachelor,2017-01-04,NO,1297.5
EMP1162,Ravi,Nair,31,FEMALE,finance,HYDERABAD,78836.11,24.0,7.1,PhD,2019-04-22,yes,16019.46
EMP1163,Raj,Verma,44,MALE,marketing,mumbai,82491.03,25.0,9.7,PhD,2015-05-02,YES,15887.41
EMP1164,Vikram,Mehta,36,F.,Marketing,Delhi,80658.14,24.0,1.8,PhD,2023-12-13,no,14549.06
EMP1165,Raj,Joshi,31,female,Operations,bangalore,35122.34,0.0,,PhD,2019-12-27,NO,15465.58
EMP1166,Sara,Singh,27,Male,Marketing,MUMBAI,33513.79,35.0,1.8,PhD,2024-09-07,Y,1234.47
EMP1167,Sneha,Shah,27,M.,sales,pune,41102.67,17.0,3.7,Diploma,2016-08-20,No,4176.94
EMP1168,Karan,Shah,41,FEMALE,Finance,Delhi,84378.2,,6.3,Master,2020-02-19,No,3574.3
EMP1169,Nikhil,Shah,,F.,Marketing,chennai,65908.54,8.0,3.7,Master,2020-05-16,NO,4375.11
EMP1170,Rohit,Gupta,40,F.,HR,chennai,102566.98,25.0,4.3,Master,2021-08-22,yes,
EMP1171,Kavya,Sharma,51,Male,FINANCE,Chennai,72433.81,19.0,3.2,Master,2023-01-08,Y,15992.46
EMP1172,Raj,Mehta,52,F.,Sales,HYDERABAD,100118.49,23.0,7.3,Bachelor,2016-03-23,no,13494.43
EMP1173,Meera,Singh,24,F,MARKETING,MUMBAI,49580.15,32.0,7.7,Master,2019-12-31,NO,8431.55
EMP1174,Manish,Verma,31,FEMALE,MARKETING,bangalore,112452.02,5.0,2.0,Master,2018-11-27,YES,7518.27
EMP1175,Ravi,Verma,52,Female,It,Pune,67982.48,4.0,3.7,Bachelor,2015-04-03,NO,13311.43
EMP1176,Neha,Kumar,55,M.,HR,hyderabad,116053.95,14.0,8.2,Master,2017-02-02,Y,8516.07
EMP1177,Divya,Kumar,50,Female,it,delhi,96470.92,4.0,6.2,Master,2019-02-07,NO,4744.41
EMP1178,Sara,Joshi,-10,F.,Marketing,HYDERABAD,58052.84,29.0,6.6,PhD,2021-11-21,No,13770.09
EMP1179,Arjun,Patel,37,FEMALE,HR,PUNE,73528.36,26.0,6.4,Diploma,2019-09-29,yes,10246.73
EMP1180,Kavya,Singh,57,Male,finance,delhi,104988.6,,,Bachelor,2024-09-15,NO,
EMP1181,Nikhil,Mehta,30,Male,Sales,Chennai,71713.96,28.0,5.4,Bachelor,2021-05-04,Yes,16121.74
EMP1182,Pooja,Joshi,,M,HR,delhi,78736.79,31.0,5.9,Bachelor,2021-06-03,No,6089.89
EMP1183,Kavya,Gupta,56,Male,sales,CHENNAI,94918.93,15.0,3.7,Bachelor,2020-01-17,YES,7622.96
EMP1184,Raj,Mehta,29,male,Operations,Pune,85113.21,10.0,6.5,Master,2024-02-15,no,16303.37
EMP1185,Manish,Gupta,56,F.,sales,Bangalore,52800.3,17.0,9.6,Bachelor,2016-07-09,Y,18456.61
EMP1186,Karan,Singh,30,male,Operations,Delhi,62306.57,9.0,6.2,PhD,2022-01-15,Y,8128.27
EMP1187,Raj,Patel,47,F,Marketing,Bangalore,25234.94,5.0,7.6,Diploma,2022-02-13,NO,17152.02
EMP1188,Kavya,Shah,35,female,Marketing,bangalore,57086.74,8.0,6.1,Diploma,2023-11-03,NO,17988.94
EMP1189,Priya,Sharma,28,FEMALE,it,chennai,25064.21,27.0,2.8,Master,2024-11-22,YES,4020.57
EMP1190,Karan,Patel,45,FEMALE,finance,mumbai,,19.0,7.5,Master,2019-10-25,No,
EMP1191,Sara,Sharma,35,FEMALE,hr,Hyderabad,67281.35,0.0,7.3,Bachelor,2024-08-24,Y,14186.59
EMP1192,Anjali,Patel,36,FEMALE,OPERATIONS,mumbai,59918.36,,3.7,Diploma,2023-09-04,yes,13189.95
EMP1193,Amit,Patel,55,M.,operations,chennai,93631.04,9.0,9.3,Diploma,2024-08-23,no,2647.07
EMP1194,Sara,Singh,29,F,Marketing,DELHI,51311.93,5.0,3.2,PhD,2023-09-26,Yes,17109.95
EMP1195,Deepa,Kumar,,Male,FINANCE,delhi,61659.13,15.0,,Diploma,2022-02-26,No,11037.44
EMP1196,Nikhil,Gupta,42,Male,Sales,Bangalore,89879.49,30.0,9.6,Bachelor,2015-03-10,No,1262.08
EMP1197,Ravi,Sharma,25,F.,Finance,Chennai,63216.35,34.0,5.8,Master,2018-02-10,No,6888.23
EMP1198,Suresh,Kumar,31,Female,SALES,Bangalore,66561.17,15.0,1.5,Bachelor,2019-11-15,No,9614.07
EMP1199,Divya,Sharma,41,MALE,it,PUNE,40564.1,22.0,5.7,PhD,2016-11-14,NO,3411.68
EMP1095,Deepa,Shah,48,F.,IT,mumbai,33978.07,24.0,3.6,Master,2018-09-27,No,12072.05
EMP1015,Ravi,Verma,-10,Male,HR,CHENNAI,108076.17,4.0,,Diploma,2024-01-23,No,1961.18
EMP1030,Manish,Nair,42,Female,marketing,hyderabad,,10.0,,Bachelor,2018-03-08,NO,
EMP1158,Nikhil,Sharma,56,FEMALE,IT,hyderabad,26628.55,27.0,8.3,Master,2016-03-14,No,10963.32
EMP1128,Suresh,Verma,53,Female,IT,Bangalore,35412.44,26.0,6.3,Bachelor,2021-09-10,N,6045.08
EMP1115,Kavya,Verma,40,female,operations,Bangalore,46302.95,12.0,8.1,Master,2023-11-12,N,1499.4
EMP1069,Ravi,Nair,38,MALE,OPERATIONS,bangalore,28169.63,23.0,7.6,Bachelor,2018-04-23,NO,15202.14
EMP1170,Rohit,Gupta,40,F.,HR,chennai,102566.98,25.0,4.3,Master,2021-08-22,yes,
EMP1174,Manish,Verma,31,FEMALE,MARKETING,bangalore,112452.02,5.0,2.0,Master,2018-11-27,YES,7518.27
EMP1045,Nikhil,Patel,40,Male,operations,Bangalore,80247.78,30.0,,PhD,2019-10-09,NO,7684.4
